"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
4.62907666745767,-7.1,0.23,0.56,73.15,0.063,204.5,693,1.00365,4.35,2.11,9.3,1,2.30258509299405,3
1.91076280665338,6.1,-0.23,0.25,6.9,0.054,-25,21,0.9955,3.19,0.4,9.5,0,1.94591014905531,1
3.30564693026328,7.4,-0.43,1.2,43.6,0.037,290,-7,0.96874,3.25,0.37,10.4,-1,2.07944154167984,3
1.9858425693832,6.8,0.3,0.95,84.2,-0.409,45,150,0.94879,3.04,-0.66,11.8,0,1.94591014905531,1
4.08159597051584,6.6,0.88,-0.9,-45.8,0.138,41,168,0.95668,3.2,1.08,8.7,0,1.94591014905531,3
4.24446723203413,16.4,1.32,-0.28,41,0.315,-218,-97,0.9986,2.89,0.5,8.2,1,2.484906649788,3
3.45286607794395,7.3,1.44,2.04,12.8,-0.173,73,253,0.94876,4.19,0.71,13.6,0,2.07944154167984,2
6.61417715290217,7.1,1.85,0.98,33.3,0.045,88,587,0.96586,3.16,0.39,1.4,2,2.07944154167984,4
2.88036080533616,6.5,0.33,0.3,3.8,0.036,190,88,0.9442,3.25,2.01,12.5,-1,1.94591014905531,2
2.35075121046028,7.2,0.92,-0.09,10.4,-0.169,-240,553,0.9459,2.96,-2.32,12,1,2.07944154167984,1
4.42583787224859,7,-0.59,-0.62,2,0.364,10,203,0.98091,3.4,0.47,16.6,1,2.07944154167984,2
1.93562255869686,6.5,0.46,0.41,16.8,0.084,-110,233,0.9923,4.41,-0.98,13.8,0,1.94591014905531,1
2.5174228505068,8.9,1.84,0.51,-45.5,0.052,403,27,0.995,4.33,0.14,9.9,-1,2.30258509299405,2
2.63748083989903,6.8,1.285,1.48,8.5,-0.327,10,-87,1.01657,2.67,1.97,9.5,-1,2.07944154167984,2
1.43343155837395,8.2,1.42,-0.4,1.8,0.047,71,187,1.03856,3.13,0.5,16.8,-1,2.19722457733622,1
3.47871449066609,6.4,0.31,0.66,18.3,-0.258,-152,101,0.9934,3.29,0.38,9,0,1.94591014905531,2
3.92545410440338,19.2,1.84,0.32,-12.4,0.035,-169,-253,0.99144,2.45,0.6,12.9,0,2.07944154167984,3
6.56395691676735,22.7,-0.33,2.56,-46.5,0.054,40,400,1.0338,4.73,1.34,10.8,2,1.94591014905531,3
1.74156453838288,0.4,1.45,0.71,2.3,0.045,295,115,1.00802,3.17,0.43,8.8,0,2.19722457733622,1
3.27473911944462,0.5,0.17,0.31,-19.7,-0.129,13,-233,0.993,2.79,0.37,9.3,0,2.19722457733622,2
2.00913667017323,17.5,-0.07,-0.14,-36.2,0.317,29,113,0.99188,3.13,1.2,18.6,0,1.94591014905531,1
3.16983902909718,8,0.22,0.42,-33.4,0.894,73,589,1.0003,3.81,0.69,8.6,0,2.19722457733622,2
1.53519444308849,11.5,-0.6,0.73,-63,0.052,19,-16,0.9923,3.6,-2.55,11.2,-1,2.07944154167984,1
2.62073702006895,9.3,1.03,0.26,-33.8,0.065,-17,408,1.02106,3.29,1.99,9.8,-1,2.07944154167984,2
2.57783339091954,7,0.21,-0.09,8.5,0.033,31,177,0.9953,3.22,0.56,2.3,-1,2.07944154167984,2
2.9197969923398,7.8,0.16,0.25,1.4,-0.286,214,-42,0.94765,2.82,0.44,11.1,-1,1.94591014905531,2
5.55947098463349,17.1,0.14,0.76,-35.6,0.625,26,-284,1.01779,3.25,0.45,18.1,1,1.79175946922805,3
1.86235151071543,2.3,0.53,0.93,35.6,-0.454,-251,163,1.03814,5.76,0.83,10.3,0,1.94591014905531,1
5.63901326185559,18.1,0.705,0.96,1.8,-0.213,15,63,0.99901,3,1.59,9.5,1,2.07944154167984,4
1.7804487006125,11.4,1.375,0.04,2,0.087,12,67,0.99565,3.61,1.61,9.4,0,2.07944154167984,1
3.4936903528916,6.4,-0.21,3.19,5.3,0.409,57,-15,0.9953,3.31,1.3,9.8,0,1.94591014905531,2
1.84681927449103,-15.4,0.52,0.36,35.9,0.138,41,536,0.95449,3.98,0.38,5.8,0,1.94591014905531,1
4.10455263095288,16,-0.17,-0.18,-85.6,0.282,18,156,0.99666,5.03,1.84,9,0,1.94591014905531,3
3.9516829719017,16.1,0.24,0.29,-61.5,-0.018,17,117,0.99411,3.36,0.68,6.9,0,2.07944154167984,3
3.39722004510249,7,0.42,0.19,0.8,0.071,177,-232,0.99476,3.39,0.56,10.9,0,2.07944154167984,2
4.10231941969192,6.2,0.25,1.97,-13.5,0.046,-196,831,0.99454,3.19,0.58,9.3,0,1.94591014905531,3
6.31724984663273,3,-1.22,1.36,19.3,0.049,-149,-87,0.95998,5.54,1.25,2.5,2,1.94591014905531,3
3.25097886761472,-0.8,1.18,-0.33,-5.4,0.04,83,96,0.9912,3.06,0.61,12.1,0,2.19722457733622,2
3.46141341714001,-7,-0.74,0.33,1.8,-0.298,-232,-279,1.03992,2.66,0.4,18.2,-1,1.94591014905531,3
5.32612964924153,6.9,-1.17,0.38,104.1,0.039,-266,-263,0.9943,4.25,0.42,14.3,1,1.94591014905531,3
4.89581978884366,1,0.23,0.33,30,0.049,153,183,1.04921,4.41,0.9,9.8,1,2.07944154167984,3
1.51700780917353,6.3,0.25,0.44,12.1,0.041,48,-142,0.9968,3.18,0.52,9.5,-1,1.94591014905531,1
4.57183462940167,19.7,-0.79,0.36,17.2,0.039,27,130,0.99946,4.36,-1.11,12.4,1,1.94591014905531,2
2.72363033454501,6.3,-0.33,-0.61,1.2,0.048,35,161,1.00753,3.14,0.56,10.6,-1,2.07944154167984,2
5.7201117652789,6.1,0.23,0.37,7.9,0.02,42,150,0.99488,2.86,0.49,5.4,1,1.94591014905531,4
4.13044108709585,5,0.7,-1.47,14.35,0.552,-216,-82,0.9988,2.93,-0.63,12.8,1,2.07944154167984,2
7.61008611844571,5.3,0.38,0.26,3.5,0.035,11,111,0.94238,3.18,0.47,14.1,2,1.94591014905531,4
2.64997456546124,7.3,1.7,0.07,-0.8,-0.161,25,369,0.9948,2.66,-0.92,9.1,-1,2.07944154167984,2
3.48748529793739,6.2,0.25,-2.79,-29.7,0.049,-9.5,568,0.9972,3.19,-0.06,9.9,0,1.94591014905531,2
1.58357319606172,6,0.86,1.81,-23.9,0.038,56,189.5,0.99637,3.59,0.43,10.6,-1,1.79175946922805,1
1.87736063020506,7.5,-0.39,0.56,2.7,0.067,-208,25,1.02427,3.24,-1.18,13.6,0,2.07944154167984,1
1.58980918138118,6.4,0.775,1.24,1.1,-0.244,44,140,1.00548,3.17,-0.34,16.7,-1,1.94591014905531,1
3.16533834440949,2.8,2.74,-0.21,46.1,0.045,-12,-157,0.98664,3.45,-0.21,13.2,0,2.19722457733622,2
3.42469163034249,7.6,-0.46,0.33,2,-0.459,78,483,0.97949,3.39,0.56,5.9,0,2.07944154167984,2
1.81377025578128,0.4,-1.11,-1.13,14.3,-0.1,45,121,0.99816,4.08,0.63,4,0,2.07944154167984,1
2.25130610462965,7.2,1.69,-0.98,-23.1,0,9,343,0.9972,2.65,-1.16,9.6,1,2.07944154167984,1
3.48904736971402,10.4,0.15,0.36,60.5,-0.425,-247,134,1.0164,3.28,-0.18,9.8,0,1.94591014905531,2
2.13688019844207,1.5,0.16,0.27,-41.3,0.496,25,135,0.97707,4.02,-1.07,8.7,-2,2.07944154167984,2
1.87319735996434,6.1,0.34,0.46,2.4,0.029,21,-215,1.02431,3.29,0.6,9.2,0,1.94591014905531,1
5.22838232138556,4,-0.8,3.41,-4.8,-0.496,146,136,0.9932,3.3,0.96,9.8,1,2.07944154167984,3
3.74002744402979,-4,-0.49,0.43,0.9,0.038,149,729,0.98598,3.24,0.46,10.6,0,1.79175946922805,2
3.75760260510606,7.3,1.24,0.08,25,0.057,145,-166,1.04535,2.54,0.36,10.3,0,2.19722457733622,3
1.49279304130289,6.8,-1.89,1.3,46.1,0.531,38,153,0.97853,3.24,-0.22,0.9,-1,1.94591014905531,1
4.62412443588911,7.7,0.44,-1.1,11.2,0.031,343,167,0.97879,3.4,0.43,11.3,0,2.07944154167984,4
2.76986530075232,6.9,0.2,1.88,-22.4,-0.26,78,167,0.99929,3.32,2.15,12.8,-1,2.07944154167984,2
1.99834404583667,11.6,0.585,0.09,61.7,-0.496,14,86,0.99264,3.64,0.94,10,0,1.79175946922805,1
2.80372475754854,28.9,-1.28,-1.1,13.7,0.056,119,76,0.98249,2.1,0.44,8.7,-1,2.07944154167984,2
1.19648143749247,7.4,0.3,0.61,-12.5,0.377,7,116,0.9953,4.27,0.59,9.3,-2,1.94591014905531,1
2.41751246089668,14.7,0.3,0.52,7.5,0.05,467,191,0.99366,3.17,-1.08,6.9,1,1.94591014905531,1
3.60608353650139,10.4,1.01,0.5,2.3,0.297,13,19,0.996,3.1,0.87,11.4,0,2.39789527279837,3
5.12511083577375,5.8,0.6,0.22,1.3,0.046,18,66,0.99307,4.87,0.55,10.3,1,1.94591014905531,3
2.69256607159809,6.1,1.76,-1.1,5,0.042,17,133,1.02882,2.55,-1.13,9.4,-1,1.94591014905531,2
3.66324440869547,5.8,0.19,0.37,1.1,0.279,31,451,0.98942,3.53,0.48,11.4,0,1.79175946922805,2
1.53540202769498,7.4,0.05,0.78,-56.1,0.082,258,82,0.98074,4.52,1.57,14.7,-1,2.07944154167984,1
4.98523346252916,4.9,-1.14,1.25,57,-0.38,31,40,0.9849,3.33,0.44,6.433333333,0,1.79175946922805,4
5.17918933502884,6.2,0.45,1.63,13.1,-0.07,3,-87,0.95659,4.52,0.76,9,1,1.94591014905531,3
3.01856730171411,8,0.43,1.12,12.4,0.168,29,190,1.01594,2.41,2.3,9.2,-1,2.19722457733622,3
2.73347574080727,9.4,-0.585,0.68,-16.3,0.053,3,10,0.95612,2.21,0.71,17.2,-1,2.30258509299405,2
3.50697981606927,17.8,0.61,0,-55.8,0.625,168,8,0.96345,2.54,0.37,10.4,0,1.94591014905531,2
4.38551629287503,6.1,0.3,0.58,119.3,0.049,258,187,0.9927,1.99,0.85,9.5,1,1.94591014905531,2
1.96310972739735,11.6,1.59,0.34,1.6,0.311,33,176,0.9946,2.55,0.98,9.7,-2,2.30258509299405,2
4.45703618096174,9.7,-0.18,0.29,14.4,-0.548,54,-91,0.9991,3.17,1.07,8.9,1,1.94591014905531,2
1.89936483276213,12.6,-1.04,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9,0,2.07944154167984,1
5.39113078917669,7.4,0.18,-0.54,1.5,0.003,-159,316,0.96141,3.43,0.85,16.8,1,1.94591014905531,3
2.80469672687339,0.9,0.34,0.57,2,-0.157,29,134,0.99462,4.04,1.1,10.7,-1,1.94591014905531,2
2.53951848717565,12.6,1.62,-0.46,60.6,0.065,5,253,0.96459,3.27,3.75,11.2,-1,2.19722457733622,2
3.83074139253749,4.6,-2.56,1.41,-61.15,0.045,-86,131,1.00309,4.21,1,11.7,-1,2.07944154167984,4
4.01692761247496,6.8,-0.15,-0.24,3.8,-0.254,16,458,0.9969,3.28,1.93,9.5,0,2.07944154167984,3
1.43428487901938,-0.8,0.28,0.29,42.4,0.051,-121,467,1.06875,3.07,0.99,6,-1,1.94591014905531,1
1.57323441103168,5.9,0.51,1.3,1.4,0.141,52,119,0.9931,4.19,1.73,10.5,-1,1.79175946922805,1
